GYEAR,G_ID,PIT_ID,PCODE,T_ID,INN,HIT_VEL,HIT_ANG_VER,HIT_RESULT,PIT_VEL,STADIUM
2021,20210403SSWO0,210403_140101,62415,SS,1,131.7,-5.8,땅볼아웃,144.35,고척
2021,20210403SSWO0,210403_140857,74163,WO,1,116.87,18.4,1루타,132.34,고척
2021,20210403SSWO0,210403_141459,75125,WO,1,160,16.8,2루타,120.78,고척
2021,20210403SSWO0,210403_142105,51463,SS,2,160.37,35.2,플라이,142.66,고척
2021,20210403SSWO0,210403_142217,75566,SS,2,140.08,33.6,플라이,142.97,고척
2021,20210403SSWO0,210403_142554,68346,WO,2,100.12,2.8,땅볼아웃,144.68,고척
2021,20210403SSWO0,210403_144145,74163,WO,3,139.71,-4.9,땅볼아웃,140.69,고척
2021,20210403SSWO0,210403_144914,62415,SS,4,119.91,23.9,1루타,142.46,고척
2021,20210403SSWO0,210403_145401,62404,SS,4,151.74,-8.8,병살타,126.24,고척
2021,20210403SSWO0,210403_145921,68346,WO,4,105.57,-14.3,땅볼아웃,144.91,고척
2021,20210403SSWO0,210403_150151,51463,SS,5,151.5,16.4,플라이,133.05,고척
2021,20210403SSWO0,210403_150252,75566,SS,5,113.95,-5.7,땅볼아웃,143.17,고척
2021,20210403SSWO0,210403_150637,67304,WO,5,152.27,13.2,1루타,142.93,고척
2021,20210403SSWO0,210403_151007,65362,WO,5,122.43,56.5,2루타,143.65,고척
2021,20210403SSWO0,210403_151459,51324,WO,5,145.31,20,플라이,145.55,고척
2021,20210403SSWO0,210403_151913,61404,SS,6,125.7,11.1,1루타,131.39,고척
2021,20210403SSWO0,210403_152201,69453,SS,6,142.03,33.9,땅볼아웃,144.34,고척
2021,20210403SSWO0,210403_152931,64407,SS,6,136.97,19.4,플라이,131.5,고척
2021,20210403SSWO0,210403_153218,67341,WO,6,158.92,-4.7,1루타,144.47,고척
2021,20210403SSWO0,210403_153300,75125,WO,6,157.81,15.3,2루타,143.99,고척
2021,20210403SSWO0,210403_153431,78168,WO,6,92.83,-31.6,땅볼아웃,129.68,고척
2021,20210403SSWO0,210403_154207,65362,WO,6,126.25,-0.9,1루타,138.59,고척
2021,20210403SSWO0,210403_154804,74163,WO,6,122.86,-19,땅볼아웃,108.99,고척
2021,20210403SSWO0,210403_155111,62415,SS,7,122.72,-3.6,1루타,142.2,고척
2021,20210403SSWO0,210403_155519,79402,SS,7,149.95,24.8,플라이,141.37,고척
2021,20210403SSWO0,210403_155754,62404,SS,7,135.89,23.6,플라이,130.47,고척
2021,20210403SSWO0,210403_155917,51463,SS,7,175.91,-10.8,1루타,144.39,고척
2021,20210403SSWO0,210403_160052,75566,SS,7,134.09,-22.9,1루타,134.94,고척
2021,20210403SSWO0,210403_160214,74540,SS,7,148.1,-9.1,땅볼아웃,135.13,고척
2021,20210403SSWO0,210403_160507,51324,WO,7,158.08,-8.7,땅볼아웃,145.7,고척
2021,20210403SSWO0,210403_161002,75125,WO,7,160.74,6.6,직선타,144.83,고척
2021,20210403SSWO0,210403_161402,78168,WO,7,136.71,28,2루타,142.65,고척
2021,20210403SSWO0,210403_162511,64407,SS,8,140.96,-8.5,1루타,141.98,고척
2021,20210403SSWO0,210403_163018,79402,SS,8,117.94,50.8,플라이,131.32,고척
2021,20210403SSWO0,210403_163337,67304,WO,8,151.01,1.1,땅볼아웃,117.94,고척
2021,20210403SSWO0,210403_163448,68305,WO,8,151.32,-9.1,땅볼아웃,136.91,고척
2021,20210403SSWO0,210403_163613,65362,WO,8,104.1,7.1,땅볼아웃,137.98,고척
2021,20210403SSWO0,210403_163930,62404,SS,9,128.55,-13.4,땅볼아웃,126.47,고척
2021,20210403SSWO0,210403_164210,51463,SS,9,145.78,44.2,플라이,136.26,고척
2021,20210403SSWO0,210403_164347,75566,SS,9,113.24,42,플라이,134.52,고척
2021,20210404HHKT0,210404_140621,51725,HH,1,115.64,15.8,1루타,121.06,수원
2021,20210404HHKT0,210404_141431,51004,KT,1,142.14,1.7,땅볼아웃,132.93,수원
2021,20210404HHKT0,210404_141957,78288,HH,2,161.8,0.2,1루타,140.17,수원
2021,20210404HHKT0,210404_142458,68050,KT,2,150.49,14.3,1루타,134.71,수원
2021,20210404HHKT0,210404_142742,74339,KT,2,109.75,40.2,플라이,142.09,수원
2021,20210404HHKT0,210404_143145,78548,KT,2,148.51,41.4,플라이,132.65,수원
2021,20210404HHKT0,210404_143618,73113,KT,2,139.7,20.7,플라이,133.82,수원
2021,20210404HHKT0,210404_144127,62700,HH,3,68.96,15.1,땅볼아웃,137.17,수원
2021,20210404HHKT0,210404_144238,51725,HH,3,130.8,-10.4,땅볼아웃,136.37,수원
2021,20210404HHKT0,210404_144522,64166,KT,3,106.77,-23.6,땅볼아웃,128.13,수원
2021,20210404HHKT0,210404_144929,64868,KT,3,145.84,-15.9,땅볼아웃,139.99,수원
2021,20210404HHKT0,210404_145859,51004,KT,4,146.15,43.8,플라이,125.79,수원
2021,20210404HHKT0,210404_150005,68050,KT,4,157.91,-4.6,1루타,128.82,수원
2021,20210404HHKT0,210404_150141,74339,KT,4,120.05,2.6,땅볼아웃,128.12,수원
2021,20210404HHKT0,210404_150700,68743,HH,5,112.25,39.1,플라이,127.34,수원
2021,20210404HHKT0,210404_150953,78548,KT,5,149.83,33.2,홈런,141.65,수원
2021,20210404HHKT0,210404_151315,64166,KT,5,145.67,19.6,2루타,108.5,수원
2021,20210404HHKT0,210404_151615,64006,KT,5,132.65,25.7,희생플라이,128.29,수원
2021,20210404HHKT0,210404_151711,64868,KT,5,125.15,-1.1,땅볼아웃,126.77,수원
2021,20210404HHKT0,210404_152225,76313,KT,5,124.41,82.4,파울플라이,141.54,수원
2021,20210404HHKT0,210404_152752,50709,HH,6,136.29,4.3,1루타,124.92,수원
2021,20210404HHKT0,210404_153049,62700,HH,6,107.34,33.8,플라이,135.07,수원
2021,20210404HHKT0,210404_153222,51725,HH,6,119.25,9.1,1루타,125.27,수원
2021,20210404HHKT0,210404_154413,63700,HH,6,115.27,-12.3,땅볼아웃,125.38,수원
2021,20210404HHKT0,210404_154801,51004,KT,6,158.68,47.9,플라이,128.98,수원
2021,20210404HHKT0,210404_155215,68050,KT,6,142.9,47.9,플라이,132.24,수원
2021,20210404HHKT0,210404_155326,74339,KT,6,139.32,48.2,플라이,140.45,수원
2021,20210404HHKT0,210404_160715,62700,HH,7,94.57,62.6,플라이,126.07,수원
2021,20210404HHKT0,210404_161728,64166,KT,7,128.8,77.5,플라이,122.02,수원
2021,20210404HHKT0,210404_162920,64868,KT,8,126.45,33.5,플라이,142.44,수원
2021,20210404HHKT0,210404_163055,76313,KT,8,119.16,17.9,1루타,120.84,수원
2021,20210404HHKT0,210404_163748,63700,HH,9,157.37,-2,1루타,142.1,수원
2021,20210404HHKT0,210404_164258,69766,HH,9,122.68,25.9,플라이,127.03,수원
2021,20210404HHKT0,210404_164817,50709,HH,9,144.08,40.3,플라이,126.89,수원
2021,20210404HHKT0,210404_165617,78548,KT,9,150.07,56.3,플라이,144.28,수원
2021,20210404HHKT0,210404_170413,64166,KT,9,133.43,7.6,1루타,147.92,수원
2021,20210404HTOB0,210404_135920,66606,HT,1,153.94,12.4,1루타,146.98,잠실
2021,20210404HTOB0,210404_140206,78603,HT,1,152.06,2.8,1루타,147.83,잠실
2021,20210404HTOB0,210404_140519,69652,HT,1,137.13,31.8,플라이,148.9,잠실
2021,20210404HTOB0,210404_141309,79215,OB,1,116.67,36.7,플라이,138.83,잠실
2021,20210404HTOB0,210404_141652,78629,HT,2,147.45,13,1루타,129.03,잠실
2021,20210404HTOB0,210404_141922,62234,HT,2,129.58,-8,병살타,150.32,잠실
2021,20210404HTOB0,210404_142434,64153,OB,2,112.66,-6.2,땅볼아웃,137.53,잠실
2021,20210404HTOB0,210404_143221,64646,HT,3,120.14,34.6,플라이,129.96,잠실
2021,20210404HTOB0,210404_143416,66606,HT,3,145.5,10.8,3루타,128.39,잠실
2021,20210404HTOB0,210404_143514,78603,HT,3,130.6,7.9,1루타,145.22,잠실
2021,20210404HTOB0,210404_143722,69652,HT,3,169.88,-5.4,땅볼아웃,148.93,잠실
2021,20210404HTOB0,210404_144112,77248,OB,3,152.73,0,1루타,148.41,잠실
2021,20210404HTOB0,210404_144422,79231,OB,3,141.46,16.5,2루타,140.89,잠실
2021,20210404HTOB0,210404_144853,72443,HT,4,109.88,13,플라이,148.71,잠실
2021,20210404HTOB0,210404_145933,69209,OB,4,128.44,15.7,직선타,131.6,잠실
2021,20210404HTOB0,210404_150058,79215,OB,4,149.96,-12.8,땅볼아웃,149.51,잠실
2021,20210404HTOB0,210404_150633,63722,HT,5,103.86,-29.9,땅볼아웃,129.2,잠실
2021,20210404HTOB0,210404_150728,64646,HT,5,139.49,30.3,플라이,146.58,잠실
2021,20210404HTOB0,210404_150832,66606,HT,5,95.46,-26.6,땅볼아웃,134.91,잠실
2021,20210404HTOB0,210404_151141,64153,OB,5,110.96,20.8,1루타,136.78,잠실
2021,20210404HTOB0,210404_151257,62244,OB,5,151.9,-14.9,땅볼아웃,146.75,잠실
2021,20210404HTOB0,210404_151817,74206,OB,5,131.08,2.3,1루타,146.15,잠실
2021,20210404HTOB0,210404_152821,78603,HT,6,124.16,10.4,1루타,145.61,잠실
2021,20210404HTOB0,210404_152935,69652,HT,6,164.08,18.6,플라이,146.11,잠실
2021,20210404HTOB0,210404_153126,72443,HT,6,118.94,-16.5,땅볼아웃,146.2,잠실
2021,20210404HTOB0,210404_153308,78629,HT,6,126.75,11.9,1루타,145.81,잠실
2021,20210404HTOB0,210404_154245,79240,OB,6,147.79,8.2,1루타,139.7,잠실
2021,20210404HTOB0,210404_154650,79215,OB,6,153.14,33.1,플라이,145.5,잠실
2021,20210404HTOB0,210404_154846,78224,OB,6,145.19,2.7,땅볼아웃,149.72,잠실
2021,20210404HTOB0,210404_155152,65653,HT,7,143.15,50.7,플라이,147.35,잠실
2021,20210404HTOB0,210404_155341,63722,HT,7,152.86,6.9,1루타,146.57,잠실
2021,20210404HTOB0,210404_155549,64646,HT,7,127.5,27.5,파울플라이,147.54,잠실
2021,20210404HTOB0,210404_155839,66606,HT,7,137.22,16.9,플라이,139.83,잠실
2021,20210404HTOB0,210404_160219,64153,OB,7,141.34,27.2,플라이,135.81,잠실
2021,20210404HTOB0,210404_160544,62244,OB,7,145.21,24.8,플라이,139.47,잠실
2021,20210404HTOB0,210404_161244,69652,HT,8,100.52,62.4,플라이,142.86,잠실
2021,20210404HTOB0,210404_162108,74206,OB,8,132.28,-2.9,1루타,132.78,잠실
2021,20210404HTOB0,210404_162324,79240,OB,8,156.46,5.1,1루타,142.13,잠실
2021,20210404HTOB0,210404_163821,79215,OB,8,154.12,23,홈런,148.56,잠실
2021,20210404HTOB0,210404_164114,64153,OB,8,157.87,20.2,플라이,146.75,잠실
2021,20210404HTOB0,210404_165352,62864,HT,9,152.51,6.4,1루타,146.41,잠실
2021,20210404HTOB0,210404_165648,67644,HT,9,133.89,-20.2,땅볼아웃,121,잠실
2021,20210404LGNC0,210404_140245,66108,LG,1,144.52,19.3,2루타,146.52,창원
2021,20210404LGNC0,210404_140340,50165,LG,1,143.84,65.5,플라이,138,창원
2021,20210404LGNC0,210404_141310,76849,NC,1,130.56,22.8,플라이,144.62,창원
2021,20210404LGNC0,210404_141630,62907,NC,1,139.75,4.3,직선타,136.42,창원
2021,20210404LGNC0,210404_141754,62947,NC,1,169.58,39.9,홈런,139.49,창원
2021,20210404LGNC0,210404_142427,77564,LG,2,131.7,-9.2,땅볼아웃,149.54,창원
2021,20210404LGNC0,210404_142553,61102,LG,2,158.97,4.1,1루타,137.83,창원
